sep=_
Title,Href,Author,Date,Abstract,Keyword
"Whole body vibration in the defence maritime environment: analysis and simulation of vertebral cancellous bone","/handle/1826/16139","
Shanker, Tobias-Akash
","(2018-06)","                                    CRANFIELD UNIVERSITY          TOBIAS-AKASH SHANKER          WHOLE-BODY VIBRATION IN THE DEFENCE MARITIME  ENVIRONMENT: ANALYSIS AND SIMULATION OF VERTEBRAL  CANCELLOUS BONE          CRANFIELD DEFENCE AND SECURITY... IN THE DEFENCE MARITIME  ENVIRONMENT: ANALYSIS AND SIMULATION OF VERTEBRAL  CANCELLOUS BONE      Supervisor: PETER ZIOUPOS  June 2018          © Cranfield University 2018. All rights reserved. No part of this  publication may be reproduced without the written... ","Maritime"
"Whole-body vibration in the defence maritime environment: analysis and simulation of vertebral cancellous bone","/handle/1826/17121","
Shanker, Tobias-Akash
","(2018-06)","                                    CRANFIELD UNIVERSITY          TOBIAS-AKASH SHANKER          WHOLE-BODY VIBRATION IN THE DEFENCE MARITIME  ENVIRONMENT: ANALYSIS AND SIMULATION OF VERTEBRAL  CANCELLOUS BONE          CRANFIELD DEFENCE AND SECURITY... IN THE DEFENCE MARITIME  ENVIRONMENT: ANALYSIS AND SIMULATION OF VERTEBRAL  CANCELLOUS BONE      Supervisor: PETER ZIOUPOS  June 2018          © Cranfield University 2018. All rights reserved. No part of this  publication may be reproduced without the written... ","Maritime"
"A Political, Economic, Social, Technology, Legal and Environmental (PESTLE) Approach for Risk Identification of the Tidal Industry in the United Kingdom","/handle/1826/8546","
Kolios, Athanasios J.; Read, G.
","(MDPI AG, 2013-09-27)"," and lighting,  minimising effects on navigation and communication equipment and avoiding busy and popular  routes. The Maritime and Coastguard Agency [65] offers guidance to mariners operating nearby to  offshore energy installations with focus also given... Spatial Planning Directive was  commissioned due to the high competition for maritime space [97].  Each member state is responsible for transposing the EU level legislation to their own legal system,  giving great variance despite directive being in place... ","Maritime"
"Prospects of low and zero-carbon renewable fuels in 1.5-degree net zero emission actualisation by 2050: a critical review","/handle/1826/19347","
Anika, Ogemdi Chinwendu; Nnabuife, Somtochukwu Godfrey; Bello, Abdulrauf; Okoroafor, Esuru Rita; Kuang, Boyu; Villa, Raffaella
","(Elsevier, 2022-10-12)",", agriculture, and other land use  GA green ammonia  GHG greenhouse gases  GT gigatonnes  H 2 hydrogen  H 2 O water  IMO international maritime organisation  LHV lower heating value  MSW municipal solid waste  MT million tonnes  NZE net zero emissions  NTP... ","Maritime"
"Understanding accident investigators : a study of the required skills and behaviours for effective UK inspectors of accidents","/handle/1826/8045","
Flaherty, Sarah
","(Cranfield University, 2008)","  be reproduced without the written permission of the copyright holder.      Abstract    In the UK, accidents associated with maritime, aviation and rail transport are  conducted by the Inspectors of Accidents at the Marine, Air and Rail Accident  Investigation... ............................................... 98    Figure 7: Q3(a) Areas of expertise in investigation – comparison between MAIB  and AAIB ................................................................................................... 99    Figure 8: Q3(b) Maritime specialism expertise... ","Maritime"
"Economic analysis of a zero-carbon liquefied hydrogen tanker ship","/handle/1826/18369","
Alkhaledi, Abdullah N. F. N. R.; Sampath, Suresh; Pilidis, Pericles
","(Elsevier, 2022-07-10)"," of the ship within no more than 2.5 years, which represents 8.3% of the assumed 30-year operational life cycle of the project in the best maritime shipping prices conditions and 6 years in the worst-case shipping marine economic conditions. Therefore... ","Maritime"
"Techno economic and environmental assessment of Flettner rotors for marine propulsion","/handle/1826/13019","
Talluri, L.; Nalianda, Devaiah; Giuliani, E.
","(Elsevier, 2018-02-09)"," International Maritime Organization  L Waterline length [m]  LNG Liquid natural gas  LT Cylinder length [m]  MARPOL Marine pollution  MDO Marine Diesel Oil  O&M Operation and Maintenance  p Pressure [Pa]  Preq Power required to rotate the tower [W]  RAW Waves... operating costs of the shipping industry, but with the stricter regulations on pollutant emissions set by the  International Maritime Organization and the possible introduction of emission taxation, this trend is set to change.  The Marine Pollution (MARPOL... ","Maritime"
"Structuring cumulative effects assessments to support regional and local marine management and planning obligations","/handle/1826/13596","
Willsteed, Edward A.; Birchenough, Silvana N. R.; Gill, Andrew B.; Jude, Simon
","(Elsevier, 2018-09-22)"," waters as a case study, this paper explores how social-ecological systems thinking and cumulative effects assessment theory can combine to structure CEAs that better support the management and regulation of maritime activities at regional scales. A... ","Maritime"
"Airborne behaviour monitoring using Gaussian processes with map information","/handle/1826/8093","
Oh, Hyondong; Shin, Hyo-Sang; Kim, Seungkeun; Tsourdos, Antonios; White, Brian A.
","(Institution of Engineering and Technology, 2013-07-31)","-based reasoning in support of maritime anomaly detection. Jasinevicius and Petrauskas [9] also used a rule-based expert map but combining with fuzzy logic for a port security system. Kim et al. [10] proposed the use of the trajectory classification codified... distributions are inferred from the regression models to compare with the actual observations providing anomaly measure. Will et al. [7] used the Kd-tree GPs to January 30, 2013 DRAFT 3model shipping behaviour and maritime anomaly detection. Loy et al. [6] also... ","Maritime"
"Understanding the role of a Digital Twin in Integrated Vehicle Health Management (IVHM)","/handle/1826/15152","
Ezhilarasu, Cordelia Mattuvarkuzhali; Skaf, Zakwan; Jennions, Ian
","(IEEE, 2019-11-28)"," in the Predix platform and by performing  predictive analytics [28].   Apart from aerospace, the DT has been used widely in  automotive and maritime industries, as well as in railways.  Tesla Motors creates a DT for every car it makes and uses it    OSA... for the automotive braking system.   The Danish Maritime Authority has adapted the DT for its  maritime cluster, Blue Denmark, using 3D, simulation and  analytical models, vessel documents and information models,  operational data and sensor data, software... ","Maritime"
"Voyage analysis of a marine gas turbine engine installed to power and propel an ocean-going cruise ship","/handle/1826/13930","
Bonet, Mathias; Pilidis, Pericles; Doulgeris, Georgios
","(World Academy of Science, Engineering and Technology, 2019-02-02)"," of 7208 nautical miles [14] without any  economic benefits. Maritime security concerns around the  Horn of Africa together with the general insecurity situation  bordering on the Yemeni crisis [15] were observed as a major  challenge opposed to the choice... on the pollutant emissions  impacting the environment negatively along the selected  maritime route is recommended for further work. The  economic potentials of this alternative also require to be  further evaluated with a focus on the sub region that has been... ","Maritime"
"A review of large-scale CO2 shipping and marine emissions management for carbon capture, utilisation and storage","/handle/1826/16373","
Al Baroudi, Hisham; Awoyomi, Adeola; Patchigolla, Kumar; Jonnalagadda, Kranthi; Anthony, Edward J.
","(Elsevier, 2021-02-13)"," to the third International Maritime Organisation (IMO) GHG study, maritime shipping represents approximately 3% of CO2 emissions along with 13% and 15% of SOx and NOx emissions from anthropogenic sources, respectively [16,17]. Shipping emissions generation... established maritime tradition has created a suit-able environment for CO2 shipping [56]; in the UK, the Department for Business, Energy and Industrial strategy is actively exploring the implementation of this technology in relation to sites isolated from CO2... ","Maritime"
"Generating a carrier strike capability: People are still central","/handle/1826/12642","
Ito, Pete; Antill, Peter D.
","(Trident Publications Ltd, 2017-08-29)","  1. The make-up of this group is likely to vary with time and depending on why the group is being deployed. 2. Maritime intra-theatre lift is the ability to move people and goods within the task group. The MoD is deciding     how it will meet... this requirement.    Source: National Audit Office analysis of departmental data ILLUSTRATIVE CARRIER TASK GROUP  Maritime intra-theatre lift solution  (not yet identified) Attack submarine Merlin helicopters (for anti- submarine protection) Supply ships (solid... ","Maritime"
"Design & development of a novel house hold compressing device for a wheelie bin","/handle/1826/9422","
Rehman, Fayyaz; Burman, Blake
","(Cranfield University Press, 2013-09-19)"," FOR  A WHEELIE BIN         Fayyaz Rehman  Maritime & Technology Faculty  Blake Burman  Maritime & Technology Faculty  Southampton Solent University Southampton Solent University  Southampton Southampton  Hampshire, SO14 0YN, UK  Fayyaz... ","Maritime"
"Defence and the Arctic : go with the floe?","/handle/1826/4233","
Murgatroyd, C
","(2010-02-10)"," similar scales and  concurrency of operations elsewhere as those of today, Arctic operations are likely to be  a force driver, requiring additional capabilities, suitably designed for the conditions, with  appropriate support.  It is primarily a maritime... Maritime operations, such  as airborne surveillance.  And more than just equipment will be needed.  Therefore, all  of the Defence Lines of Development should be examined closely to determine the  impact of any decision to develop forces suitable for future... ","Maritime"
"Design and development of an emulated human cognition using novel 3D neural networks","/handle/1826/9453","
Ziarati, Martin; Ziarati, Reza; Akdemir, Başak; Bilgili, Erdem
","(Cranfield University Press, 2013-09-19)"," with support from Istanbul  University.  The Model shown in figure 3 was fully developed at TUDEV Institute of Maritime  Studies (now Piri Reis University) in 2008 and tested in 2009.  The model can be presented as a  3-dimensional table or a cylinder... of Novel Artificial Intelligent  Techniques in Shipbuilding Using Activity Based Costing and Neural Networks”, IMLA 2008.  Izmir., Turkey  Urkmez S., Stockton D., Ziarati R. and Bilgili E. 2007. “Activity Based costing for Maritime  Enterprises in Turkey... ","Maritime"
"The fall-out from Brexit","/handle/1826/11332","
Young, Stuart; Antill, Peter D.; Fisher, Richard
","(Trident Publications, 2017-01)"," Orion Maritime Patrol Aircraft (MPA), 138 F-35B aircraft and twenty next-generation Protector UAVs, all of which will add to the yearly demand for defence imports from the USA in terms of spares. Given the deterioration in the value of the Pound against... as of 02 December 2016. 20 Op Cit. The Electoral Commission, 2016. 21 Mullish, J. (2014) 'The Impact of Scottish Independence on Trident and the UK's Defence Industry', DefenceIQ website, 9 September 2014, located at http://www.defenceiq.com/naval-and-maritime... ","Maritime"
"The United Kingdom's 2015 Strategic Defence and Security Review - economic, procurement and Brexit implications","/handle/1826/11501","
Young, S
","(2016-11)"," resulted in the risk-based decision to terminate the Nimrod MRA4 programme, and to scrap all Nimrod aircraft, leaving the UK without a maritime patrol aircraft capability. Since then, a resurgent Russia has resulted in increasing underwater incursions... announcement was expected in SDSR 2015. What was not expected however, was the announcement that the UK would buy nine Boeing P8 Poseidon maritime patrol 7aircraft from the US under the Foreign Military Sales (FMS) process. It was generally expected... ","Maritime"
"Assessing the cumulative environmental effects of marine renewable energy developments: establishing common ground","/handle/1826/11106","
Willsteed, Edward; Gill, Andrew B.; Birchenough, S. N.; Jude, Simon R.
","(Elsevier, 2016-11-03)"," (1993). In the marine environment, where the crux of management is the protection of natural ecological characteristics while delivering Table 1 example maritime activities with effects that may temporally and spatially coincide with MRED effects..., andwhich are also subject to uncertainties about the resultant environmen- tal effects. Effect interactions between effects created by each activity may compound or otherwise interact to result in cumulative effects. Maritime activity Example uncertainties... ","Maritime"
"An economic assessment framework for decommissioning of offshore wind farms using a cost breakdown structure","/handle/1826/16162","
Adedipe, Tosin; Shafiee, Mahmood
","(Springer, 2021-01-04)"," proposed. 2.3 Decommissioning standards, guidelines and recommended practices The regulatory standards, guidelines and best practices for offshore wind farm decommissioning are based on existing standards from the maritime conventions and other industries...); & Best practicable environmental option (BPEO) (1988); & InternationalMaritimeOrganisation (IMO) guidelines and standards for the removal of offshore installations and structures on the continental shelf and in the exclusive economic zone (1989... ","Maritime"
"Evaluating the Effectiveness of Offsets as a Mechanism for Promoting Malaysian Defence Industrial and Technological Development","/handle/1826/2504","
Balakrishnan, K
","(Cranfield University, 2008-04-17)","........................................................................................ 248 4.8.4 Maritime Sector .................................................................................... 250 4.8.5 Information Communications and Technology Sector......................... 252 4.8.6 Common-User Items Sector... ","Maritime"
"The Philippine defence-development-disaster security paradigm","/handle/1826/18100","
Avila, Ava; Matthews, Ron
","(Taylor & Francis, 2022-06-21)"," the two countries.     Yet, external security represents just one element of Philippine national security. In addition to  the AFP’s responsibility to protect the country’s territorial integrity, including maritime  sovereignty, it holds a mandate... and financial, food, military  and border, socio-cultural, environmental and disaster, energy, maritime, international,  informational and cyber, and transportation and ports.51 The NSP underscores the leadership  role played by the DND in leading the National... ","Maritime"
"Pre-stressed plates as a mechanism to provide additional under belly blast protection","/handle/1826/11768","
Darrock, L.; Manning, A.; Caine, J.; Beadle, J.; Pearce, A.; Horsfall, Ian
","(ISB, 2016-05)",", C. 1997. “Protection of Light Skinned Vehicles Against Landmines - A Review”, Weapons Systems Division Aeronautical and Maritime Research Laboratory, Melbourne, Australia. 3. Farhadi, K. Paykani, A. 2013. Numerical Simulation and Optimization... ","Maritime"
"Lessons from Iraq and Chilcot","/handle/1826/11374","
Antill, Peter D.; Ito, Pete
","(Trident Publications Ltd, 2017-01)","-on-force conflicts  against nation-states with large ground  formations; for the Marine Corps, a  light, mobile force operating from  ships and focused on amphibious  operations; for the Navy; conventional  maritime operations on the high seas  centred on aircraft... ","Maritime"
"Feasible, robust and reliable automation and control for autonomous systems","/handle/1826/18210","
Hamid, Umar Zakir Abdul; Hu, Chuan; Zolotas, Argyrios
","(MDPI, 2022-07-07)",". The editors believe the ten articles published within this Special Issue will be highly appealing to control-systems-related researchers in applications typified in the fields of ground, aerial, maritime vehicles, and robotics, as well as industrial audiences... ","Maritime"
"Editorial: Business model innovation in air transport management-Selected papers from the IFSPA 2015, Hong Kong, 2015","/handle/1826/11609","
Yip, T. L.; Lei, Z.; O'Connell, John F.
","(Elsevier, 2017-02-08)","  to global maritime and aviation economies, policy and amangement.  In 2015 this conference  attracted over 100 participants with 48 presentations.  Following a double-blind review  process, the guest editors have chosen seven papers to be included... ","Maritime"
"A Bayesian network model for the probabilistic safety assessment of offshore wind decommissioning","/handle/1826/18570","
Shafiee, Mahmood; Adedipe, Tosin
","(SAGE, 2022-09-02)"," by G+ Global Offshore Wind Health and Safety Organisation (2020), the lifting operations have been identified to be the highest incident-prone activity in OWFs, followed by maritime operations and surveys. As the decommissioning phase involves extensive... ","Maritime"
"A Product-Service System Representation and Its Application in a Concept Design Scenario","/handle/1826/3602","
Kim, Y. S.; Wang, E.; Lee, S. W.; Cho, Y. C.
","(Cranfield University Press, 2009-04-01)"," and categorize  development tasks during a migration toward service  orientation, with a case study of the maritime equipment  industry [12].  Shimomura et al. have contributed significant research on  service engineering [13][14][15][16][17].  They propose... for X,  Beiträge zum 17. Symposium.  Lehrstuhl für  Konstruktionstechnik, Technische Universität  Erlangen, 131–140.  [12] Matzen, D. and McAloone, T. C., 2008, From  Product to Service Orientation in the Maritime  Equipment Industry – a case study, Proc... ","Maritime"
"The impact of economic and supply chain trends on British warehousing","/handle/1826/7112","
Baker, Peter; Sleeman, Jon
","(2011-09-07)",". The total tonnage of containerised freight brought in rose by 24% between 2001 and 2007 before falling back in 2008 and 2009 as the credit crunch and recession took hold and world trade contracted. Source: Department for Transport, Maritime Statistics... companies port-centric logistics has the potential to provide more efficient logistics solutions by eliminating many return empty container trips and enabling maritime containers to be fully loaded, thus reducing transport costs and carbon emissions... ","Maritime"
"Defining next-generation additive manufacturing applications for the Ministry of Defence (MoD)","/handle/1826/11231","
Busachi, Alessandro; Erkoyuncu, John Ahmet; Colegrove, Paul A.; Drake, Richard; Watts, Chris; Martina, Filomeno
","(Elsevier, 2016-11-02)","  Headquarter (NCHQ)  Commander Royal Navy 30  Support Service  provider  Through-Life Support  Manager  30  Support Service  provider  Operational Support  Manager  33  Defence Equipment and  Support (DE&S)  Technology Maritime  Delivery  30  Defence R&D Firm... spending based on  application. As outlined in the pie chart, £61 Billion are  invested in maritime vessels, both for surface or submerged  warfare. Submarines represent the highest investment (£43  Billion) given the critical role they have for national... ","Maritime"
"Whole body vibration on offshore structures: an evaluation of existing guidelines for assessing low-frequency motions","/handle/1826/13617","
Schwarzkopf, Marie-Antoinette; Scheu, Matti Niclas; Altay, Okyay; Kolios, Athanasios
","(International Society of Offshore and Polar Engineers, 2018-06-30)","-448. Benson, AJ (2002). „Motion Sickness.,” Office of The Surgeon General Department of the Army. Berg, TE, Selvig, O, Berge, BO (2015). „Defining operation criteria for offshore vessels.,” Maritime Port technology and development. Buchner, B, Dierx, P, Waals... of Vessels in a Seaway.,” Journal of Ship Research, 3, 121-129. Ghaemi, MH, Olszewski, H (2017). „Total Ship Operability-Review, Concept and Criteria”, Polish Maritime Research, 93, 74-81. Graybiel, A; Wood, C; Miller, E; Cramer, D (1968). „Diagnostic... ","Maritime"
"Obligations and aspirations: A critical evaluation of offshore wind farm cumulative impact assessments","/handle/1826/12461","
Willsteed, Edward; Jude, Simon; Gill, Andrew; Birchenough, Silvana N. R.
","(Elsevier, 2017-09-04)"," emerging industry receives disproportionate scrutiny relative to established maritime activities. However, alongside legislated targets to reduce carbon emissions, there are legal obligations to protect, maintain and improve the condition of the marine... ","Maritime"
"Design implications towards inspection reduction of large scale structures","/handle/1826/11954","
Ioannou, Anastasia; Wang, Lin; Brennan, Feargal P.
","(Elsevier, 2017-05-09)",", Pages 48-53.  [8] Dalgic, Y., Lazakis, I. & Turan, O. (2013). Vessel charter rate estimation  for offshore wind O&M activities. 15th International Congress of the  International Maritime Association of the Mediterranean IMAM 2013 -  Developments... in Maritime Transportation and Exploitation of Sea  Resources, At A Coruna, Spain. October 2013. DOI: 10.1201/b15813-113  [9] Thomsen K., 2014. Offshore Wind: A Comprehensive Guide to Successful  Offshore Wind Farm Installation. Oxford, England: Academic Press... ","Maritime"
"Opening up the coast","/handle/1826/13199","
Rumson, Alexander G.; Hallett, Stephen H.
","(Elsevier, 2018-04-25)"," related to the themes of coastal management (taking the UK as an example), revealing how these datasets can be drawn on in applications evaluating coastal risk. 3Within the domain of coastal management and maritime spatial planning, the requirement... ","Maritime"
"Coastal management and adaptation: an integrated data-driven approach","/handle/1826/15024","
Rumson, Alexander G.
","(2019-03)"," Moderate Resolution Imaging Spectroradiometer  MPA Marine Protected Area  MSP Maritime Spatial Planning  MSW Making Space for Water  MVI  Multi-scale Vulnerability Index  NCEI National Centre for Environmental Informatics (NOAA, USA)  NCERM National Coastal...’s coastline has been reported as experiencing  erosion (Dodds, 2009). Since 2004 the situation has not improved, leading to the  European Union proposing a directorate for maritime spatial planning and integrated  coastal management in 2013 (European... ","Maritime"
"The Islamic cemetery at 33 Bartomeu Vicent Ramon, Ibiza: investigating diet and mobility through light stable isotopes in bone collagen and tooth enamel","/handle/1826/13515","
Dury, George; Lythe, Andrew; Marquez-Grant, Nicholas; Garcia-Rubio, Almudena; Graziani, Glenda; Mari, Juanjo; Ziriax, Maggie; Schulting, Rick
","(Springer, 2018-05-08)","The Balearic Islands occupy a central space in the western Mediterranean, at the maritime crossroads between North Africa, the Iberian Peninsula and the rest of southwestern Europe. As such, it is well placed to investigate changes in subsistence... ","Maritime"
"Optimising cost and availability estimates at the bidding stage of performance-based contracting","/handle/1826/14311","
Rodrigues, Duarte Polonia
","(2017-06)"," is performed by means of four case studies with twenty-one CfA scenarios, in the maritime and air domains. The outcomes indicate a representable accuracy for the estimates produced by the models, which has been considered suitable for the early stages... ","Maritime"
"Establishing an agenda for social studies research in marine renewable energy","/handle/1826/8669","
Kerr, S.; Watts, L.; Colton, J.; Conway, F.; Hull, A.; Johnson, K.; Jude, Simon R.; Kannen, A.; MacDougall, S.; McLachlan, C.; Potts, T.; Vergunst, J.
","(Elsevier Science B.V., Amsterdam., 2014-02-12)"," regulate. Orkney, together with many maritime communities around the world, is now looking to the future in an attempt to understand the social, economic and environmental change that will accompany this new industry. It is important to recognise that MRE... the readiness of regions to support MRE development as important for the success of the industry and the region's ability to benefit from it. In the absence of a dedicated supply chain MRE developers can draw from long- established maritime industries: oil... ","Maritime"
"An energy-efficient path planning algorithm for unmanned surface vehicles","/handle/1826/13249","
Niu, Hanlin; Lu, Yu; Savvaris, Al; Tsourdos, Antonios
","(Elsevier, 2018-05-25)",". Illustration of data inaccuracy 3. Methodology There are various ocean environmental disturbances that may have considerable effects on maritime vessels (Lee et al., 2011), i.e., current, wind, and waves. Thus, if the planned path does not consider... ","Maritime"
"Recent progress and emerging application areas for lithium-sulfur battery technology","/handle/1826/15876","
Dörfler, Susanne; Walus, Sylwia; Locke, Jacob; Fotouhi, Abbas; Auger, Daniel J.; Shateri, Neda; Abendroth, Thomas; Härtel, Paul; Althues, Holger; Kaskel, Stefan
","(Wiley, 2020-10-07)",", packaging and sealing needs  special consideration in regard of their employment in space and maritime environments.   Safety  OXIS Energy Li-S cell technology has been demonstrated to display superior performance to  that of traditional of lithium ion... level.     5.1.2. Maritime  Autonomous underwater vehicles (AUVs) are a growing market and application area for high  energy battery systems. AUVs are self-propelled, unmanned, underwater vehicles can be used  for different purposes, such as survey... ","Maritime"
"Transforming challenges into opportunities for Qatar’s food industry: self-sufficiency, sustainability, and global food trade diversification","/handle/1826/19424","
Al-Abdelmalek, Noora; Kucukvar, Murat; Onat, Nuri C.; Fares, Enas; Ayad, Hiba; Bulak, Muhammet Enis; Ekren, Banu Y.; Kazancoglu, Yigit; Ertogral, Kadir
","(MDPI, 2023-03-25)",", then gradually increased to 14 million kg in 2017, before dropping to 1.6 million kg  in 2018. As shown in Figure 6, maritime transport of long-lasting milk increased signifi- cantly, from approximately 30.9 million kg in 2015 to over 77 million kg in 2018... transport in 2018. Between 2015 and 2016, sea-based imports remained stable, then Sustainability 2023, 15, 5755 10 of 13 gradually increased to 14 million kg in 2017, before dropping to 1.6 million kg in 2018. As shown in Figure 6, maritime transport of long... ","Maritime"
"Contribution of offset to defence industrialisation in Indonesia","/handle/1826/10263","
Savitri, C M
","(2016-08-10)","- that mirror deficiencies in defence procurement. Second, as result of the deficiencies, offset results have been varied from one firm to another, across the different industrial sectors of aerospace, maritime, as well as ammunition and land system. While... ","Maritime"
"An overview of freight intelligent transportation systems","/handle/1826/8362","
Mirzabeiki, Vahid
","(2013-04-01)"," different business operations in different modes of transportation (Schumacher et al., 2011). ITS has led to improvements in the efficiency and safety of railway transportation (Kumar and Kumari, 2012). Maritime transport has recently gained increased... of supply chain actors’, International Journal of Logistics Systems and Management, Vol. 13 No. 1, pp. 81-95. Pietrzykowski, Z. (2011) ‘Maritime intelligent transport systems’, Transport Systems Telematics, Vol. 104, pp. 455-462. Poon, T.C., Choy, K.L., Lau... ","Maritime"
"Effect of laser processing parameters on the formation of intermetallic compounds in Fe-Al dissimilar welding","/handle/1826/8711","
Meco, Sonia; Ganguly, Supriyo; Williams, Stewart W.; McPherson, Norman
","(Springer Intrnational, 2014-09-01)"," thicknesses about 1 mm, aimed for the automotive industry. In the maritime industry, the structures are usually made of metals more than 2 mm thick which require higher energy for joining. This is an additional challenge for dissimilar joints. Nowadays..., Bedfordshire MK43 0AL, UK; and Norman McPherson, BAE Systems Maritime - Naval Ships, 1048 Govan Road, Glasgow G41 5XP, UK. Contact e-mails: s.a.martinsmeco@ cranfield.ac.uk, s.ganguly@cranfield.ac.uk, s.williams@cranfield. ac.uk, and norrie... ","Maritime"
