sep=_
Title,Href,Author,Date,Abstract,Keyword
" The Global Value Chain in Canned Tuna, the International Trade Regime and Implementation of Sustainable Development Goal 14   ","/xmlui/handle/123456789/19791","CAMPLING, L",""," membership from ‘company’ unions to the independent national Maritime and Transport Workers Union, which was an important gain for workers (Campling and Havice 2013a). To save on labour costs, EU industry imports pre-cooked, frozen loins for inserting...). As UNCTAD put it in a chapter of Review of Maritime Transport 2014 dedicated to the analysis of SIDS: ‘Transport costs of SIDS trade are comparatively high because small volumes of trade have to travel long and indirect routes to reach distant markets’ (2014... ","Maritime"
" Motioning the politics of security: The primacy of movement and the subject of security   ","/xmlui/handle/123456789/75110","Huysmans, J","(2022-06)"," lines between points. Pathways, however, are a different kind of lines. They are continuous — not stopping and going between points. They  7. Andonea Dickson (Dickson 2021) developed a conception of the maritime and migration along these lines in her Ph...D thesis: ‘Across deep seas and territorial waters: interrogating strategies of mobility control in maritime geographies.’  �16 cross over other pathways, entangle a little with them, then go off in another direction, and so on. Such a continuity... ","Maritime"
" Energy Management Using a Situational Awareness-Centric Ad-Hoc Network in a Home Environment   ","/xmlui/handle/123456789/22283","Monajemi, T; Rahimian, A; Mehran, K","(2017)"," from cyber situational awareness framework based on OODA (i.e., observe, orient, decide, and act) technique [3]. Automatic identification system (AIS) is also employed as the collision avoidance mechanism in the maritime situational awareness by which... and tracking of automatic identification system signals for maritime situational awareness. IET Radar, Sonar & Navigation. 9, 568–580 (2015) 22. Mehran, F., Rahimian, A.: Physical Layer Performance Enhancement for Femtocell SISO/MISO Soft Real-Time Wireless... ","Maritime"
" NATO Facing China: Responses and Adaptations   ","/xmlui/handle/123456789/81870","Haroche, P; Quencez, M","(2022-05-04)"," forces, especially US maritime and air forces, would focus more on the Indo-Pacific, while Europeans would strengthen their capabilities to ensure the security of their own region. In this way, Europe would contribute to American efforts in the Asia... strong incentive to concentrate  �78 | Pierre Haroche and Martin Quencez  its military assets, particularly its maritime assets, in the region. What would be the implications for NATO’s posture in Europe? Could Russia take advantage of the circumstance... ","Maritime"
" The Rise of Consensual Containment: From ‘Contactless Control’ to ‘Contactless Responsibility’ for Migratory Flows   ","/xmlui/handle/123456789/45883","MORENO-LAX, V","(Edward Elgar Publishing, 2019-09-01)","-Libya cooperation at maritime and land borders, talks on extra-territorial processing camps in neighbouring States, information campaigns in third countries on the ‘risks’ of irregular migration, and the Italy-Libya Memorandum of Understanding (Mo... and through Italy, has resumed relations with its Southern neighbour. The renewed interest in Libya stems from the fact that, since the sealing off of the Aegean border, the Central Mediterranean route now concentrates the highest volume of maritime... ","Maritime"
" The Extraterritorial Application of the Charter: From Territoriality to Facticity, the Effectiveness Model   ","/xmlui/handle/123456789/48323","MORENO-LAX, V; Costello, C","(Hart Publishing, 2014-03-31)"," the relevant standards. 59.23 Ebony Maritime illustrates that EU sanctions may apply extraterritorially, even when the legislative basis for such scope is unclear.53 In spite of the wording of a territorial clause contained in the relevant Regulation,54 giving.../04 Commission v UK [2005] ECR I-9017 [117]. 53 Ebony Maritime [1997] ECR I-1111 [17] et seq. 54 Council Regulation (EEC) 990/93 concerning trade between the European Economic Community and the Federal Republic of Yugoslavia (Serbia and Montenegro) [1993] OJ L102... ","Maritime"
" Concentration in International Markets: Evidence from US Imports   ","/xmlui/handle/123456789/71655","Bonfiglioli, A; Gancia, G",""," contributed to consolidating the dominant position of top …rms. Before continuing, we mention brie‡y three important caveats that are discussed more in detail in the rest of paper. First, our data cover maritime trade only. While the analysis of this paper can... selling in the US by sea. At the same time, maritime trade is the main trade mode worldwide, accounting for over 70% of world trade by value and 80% by volume (UNCTAD, 2018). Seaborne trade is also the principal mode of importing goods into the US... ","Maritime"
" Rising Powers and State Transformation: The Case of China   ","/xmlui/handle/123456789/9433","JONES, L; HAMEIRI, S","","This article draws attention to the transformation of statehood under globalisation as a crucial dynamic shaping the emergence and conduct of ‘rising powers’. That states are becoming increasingly fragmented, decentralised ...","Maritime"
" Bubbles, Taxes, and Interests: Another History of Insurance Law, 1720-1825   ","/xmlui/handle/123456789/12194","RAWLINGS, PJ",""," been looked up to by the commercial world as an inexhaustible source of security and universal maritime information.�  The appointment of the Manning committee was, however, an acknowledgement of growing discontent over market restrictions, and, while... ","Maritime"
" Bubbles, Taxes, and Interests: Another History of Insurance Law, 1720-1825   ","/xmlui/handle/123456789/12266","RAWLINGS, PJ",""," been looked up to by the commercial world as an inexhaustible source of security and universal maritime information.�  The appointment of the Manning committee was, however, an acknowledgement of growing discontent over market restrictions, and, while... ","Maritime"
" Article 31(3)(c) of the VCLT and the principle of systemic integration   ","/xmlui/handle/123456789/477","Merkouris, Panagiotis","(2010)"," the Application of the Convention of  1902 Governing the Guardianship of Infants (Netherlands  v. Sweden), Judgment of 28 November 1958, ICJ Rep.  1958, 55  Gulf of Maine case Delimitation of the Maritime Boundary in the Gulf of  Maine Area (Canada v. United...  March 1950, ICJ Rep. 1950, 65  Jan Mayen case Maritime Delimitation in the Area between Greenland and  Jan Mayen (Denmark v. Norway), Judgment of 14 June  1993, ICJ Rep. 1993, 38  Kasikili/Sedudu Island  case  Kasikili/Sedudu Island (Botswana v. Namibia... ","Maritime"
" Transnational public policy in international arbitration   ","/xmlui/handle/123456789/1717","Conde e Silva, Gui J.","(2007)"," Association  Kuala  Lumpur  Kuala  Lumpur  Regional  Centre for  Arbitration  LCIA  London Court  of  International Arbitration  LMAA  London Maritime  Arbitration  Association  MERCOSUR Common  Market  of  the  Southern  Cone  pursuant  to the  Treaty...  Bus  Law & Policy  in  International  Business  Lloyd's  Rep  Lloyd's  Law  Reports  Lloyd's  MCLQ  Lloyd's  Maritime  and  Commercial  Law Quarterly  LNTS  League  of  Nations Treaty  Series  Louisiana  L  Rev  Louisiana  Law  Review  Mealey's  IAR... ","Maritime"
" Migration and Refugee Governance in the Mediterranean: Europe and International Organisations at a Crossroads   ","/xmlui/handle/123456789/9485","WOLFF, S","(2015-10-01)"," in cooperation with third countries; regional protection, resettlement and reinforced legal avenues to Europe; the fight against trafficking, smuggling and organised crime; reinforced border surveillance contributing to enhancing the maritime situational picture.... 42-75. 26 European Commission, Report on the implementation of the Global Approach to Migration and Mobility 2012-2013, cit., p. 9. 27 The European Asylum Support Office (EASO), Frontex, Fundamental Rights Agency (FRA), European Maritime Safety Agency... ","Maritime"
" Interpreting the dispute settlement limitation on fisheries after the Chagos Marine Protected Area Arbitration   ","/xmlui/handle/123456789/42344","NTOVAS, A","(2018-09-04)",". In particular, Mauritius submitted four claims, in which requested the Tribunal to adjudge and declare that: first, the UK was not entitled to declare an MPA or other maritime zones because it was not the ‘coastal State’ within the meaning of inter alia arts 2..., 55, 56 and 76 of the Convention; and/or, second, having regard to the commitments that it has made in relation to the Chagos Archipelago, UK was not entitled unilaterally to declare an MPA or other maritime zones because Mauritius has rights as a... ","Maritime"
" Connected by sea, disconnected by tuna? Challenges to regionalism in the Southwest Indian Ocean   ","/xmlui/handle/123456789/54754","CAMPLING, L; Andriamahefazafy, M; Kull, C","","Madagascar, Mauritius and Seychelles are at the center of industrial tuna extraction in the Southwest Indian Ocean (SWIO). In this paper, we show that, while a discourse of regionalism between the three islands is prominent, ...","Maritime"
" Introduction   ","/xmlui/handle/123456789/60630","Gragl, P; Allen, S; Fitzmaurice, M; Costelloe, D; Guntrip, E","",", the editors are fully aware that substantial jurisdictional issues relate to areas as topical and diverse as cyberspace (in relation to issues such as data protection, cyber-attacks, and espionage);66 the law of the sea, particularly in relation to maritime... delimitation,67 the exploitation of maritime resources,68 and the combatting piracy;69 the question of 64 The Yahoo! Judgment, Belgian Court of Cassation, 1 December 2015, Case No. P13.2082.N/1. 65  United States v Microsoft Corp., Case No. 17–12 (2018) (the... ","Maritime"
" CYTOTAXONOMIC STUDIES IN THE SECTION ANNUl OF SENECIO   ","/xmlui/handle/123456789/28967","Crisp, Peter Colin","(Queen Mary University of London, 1972)"," to suggest that they were dealing with a single taxon. In addition, species which may appear to be well separated can be capable of forming fertile hybrids. For example: S. rodriguezii Wlllk., a maritime, Balearic Island species with a trailing habit, fleshy... ","Maritime"
" The Octonaire in Thomas Smith’s Self-Portrait   ","/xmlui/handle/123456789/23108","Auger, P","(2017-03-24)"," encounter involving Dutch and English forces against an unidentified enemy, probably an allusion to Smith’s maritime career. 1. Susan E. Strickler, in Worcester Art Museum: Selected Works (Worcester, Mass., 1994), 180; text available online at http..., 1969), 146–47.  �� 16  peter auger  with the maritime warfare depicted in the portrait as well as evoking the struggles of spiritual life. Smith wisely avoided an octonaire that appeared in the same opening in Devine Weekes as the one he did choose... ","Maritime"
" Synthesis of α-Difluoromethyl Aryl Ketones through a Photoredox Difluoromethylation of Enol Silanes.   ","/xmlui/handle/123456789/72396","Selmi-Higashi, E; Zhang, J; Cambeiro, XC; Arseniyadis, S","(2021-05-24)",". Chatham Maritime, ME4 4TB (UK) S  Supporting Information  ABSTRACT: We report here an efficient and highly straightforward access to α-difluoromethylated ketones through a visible light-mediated difluoromethylation of readily available enol silanes... Kingdom Xacobe C. Cambeiro – School of Science, University of Greenwich. Chatham Maritime, ME4 4TB, United Kingdom ORCID Stellios Arseniyadis: 0000-0001-6831-2631 Xacobe C. Cambeiro: 0000-0002-7365-7201 Notes The authors declare no competing financial... ","Maritime"
" Business-to-business selling in the post-COVID-19 era: Developing an adaptive sales force   ","/xmlui/handle/123456789/82085","Rangarajan, D; Sharma, A; Lyngdoh, T; Paesbrugghe, B","(2021)"," President Sales and Services, Maritime Machinery. Performance  14  �One of the outcomes of the pandemic was the decision by customers to postpone nonessential purchases. There was a slowing down of sales, with many orders being canceled or postponed... USD  30  Maritime  4 Billion USD  16  Food Ingredients  Unavailable (Family company)  Global Business Unit Director Global Sales Manager Global Marketing Manager  18  Special Chemicals  14 25  Financial Services Connectivity Devices  Global Sales... ","Maritime"
" The southern flank of NATO, 1951-1959: military stategy or poltical stabilisation?   ","/xmlui/handle/123456789/702","Chourchoulis, Dionysios","(Queen Mary University of London, 2010)",") was  imperative. The USN had realised very quickly the potential of atomic weapons in                                                             9 Ibid.  10 Jakub Grygiel, „The Dilemmas of US Maritime Supremacy in the Early Cold War‟, The Journal of  Strategic... Studies 28/2, (April 2005), pp.187-216.  22        enhancing the firepower and destructive effectiveness of the US maritime aviation.11  The adoption of such a new role would secure a primary position for the US Navy in a  new geostrategic environment... ","Maritime"
" THE FUNCTIONS OF ARBITRAL INSTITUTIONS: THEORETICAL REPRESENTATIONS AND PRACTICAL REALITIES   ","/xmlui/handle/123456789/8143","Gerbay, Rémy","(Queen Mary University of London, 18/12/2014)"," Arbitration Association)  BAC Beijing Arbitration Commission Arbitration   BCICAC British Columbia International Commercial Arbitration Centre  CAMEX Centro de Arbitraje de Mexico (Arbitration Centre of Mexico)  CAMP Chambre Arbitrale Maritime de Paris... (Maritime Arbitral Chambre of  Paris)  CIArb Chartered Institute of Arbitrators  CEDRAC Cyprus Eurasia Dispute Resolution and Arbitration Center  CEPANI Belgian Centre for Mediation and Arbitration   CRCICA Cairo Regional Centre for International Commercial... ","Maritime"
" Collective dominance in EU merger control: Substantive issues   ","/xmlui/handle/123456789/8439","Kalozymis, Ioannis","(Queen Mary University of London, 2014-11-03)","This thesis focuses on collective dominance in horizontal concentrations as regulated under the EU Merger Regulation 139/2004. Chapter 1 introduces the issues that this thesis will examine. Chapter 2 focuses on the concept ...","Maritime"
" The Interpretation of Treaties by Foreign Investment Arbitral Tribunals   ","/xmlui/handle/123456789/28971","Weeramantry, Joseph Romesh Gregory","(Queen Mary University of London, 2010)"," of the General Assembly regarding Admission to the United Nations, Advisory Opinion, ICJ Reports 1950 p. 4 Constitution of the Maritime Safety Committee of the Inter-Governmental Maritime Consultative Organization, Advisory Opinion, 8 June 1960, ICJ Reports 1960... p. 150 Corfu Channel case, Merits, Judgment, 9 April 1949, ICJ Reports 1949 p. 4 Delimitation of the Maritime Boundary in the Gulf of Maine Area, Judgment, ICJ Reports 1984 p. 246  FisheriesJurisdiction, (FederalRepublic of Germanyv. Iceland... ","Maritime"
" The interpretation of treaties by foreign investment arbitral tribunals   ","/xmlui/handle/123456789/379","Weeramantry, Joseph Romesh Gregory","(2010)"," Admission to the United Nations,  Advisory Opinion, ICJ Reports 1950 p. 4   Constitution of the Maritime Safety Committee of the Inter-Governmental Maritime  Consultative Organization, Advisory Opinion, 8 June 1960, ICJ Reports 1960 p. 150  Corfu Channel... case, Merits, Judgment, 9 April 1949, ICJ Reports 1949 p. 4  Delimitation of the Maritime Boundary in the Gulf of Maine Area, Judgment, ICJ  Reports 1984 p. 246  Fisheries Jurisdiction, (Federal Republic of Germany v. Iceland) Jurisdiction of the  Court... ","Maritime"
" Modeling and Controller Implementation of Tidal Turbine for Indian Remote Islands   ","/xmlui/handle/123456789/16066","Singha, O; Venkatesan, N; Samad, A; Avital, EJ; IEEE","(2016)"," hydrokinetic turbine rotor”, National Renewable Energy Laboratory; 2009 Molland AF, Bahaj AS, Chaplin JR, Batten WMJ, “Measurements and prediction of forces, pressure and cavitations on 2-D sections suitable for marine current turbines”, J Eng Maritime Environ... ","Maritime"
" The City-State of Boston: The Rise and Fall of an Atlantic Power, 1630-1865   ","/xmlui/handle/123456789/69482","Maggor, N","(2020)"," antiteleological, aiming to salvage the city-state from the condescension of nationalist historiography. It narrates the story of a polity whose topmost commitment was to free maritime commerce and that had no territorial aspirations beyond its adjoining region... ","Maritime"
" Blockchain and supply chain finance: a critical literature review at the intersection of operations, finance and law   ","/xmlui/handle/123456789/79271","Ioannou, I; Demirel, G","(Springer, 2022-05-09)","In the current environment, where the Covid-19 pandemic has exposed the vulnerabilities of the incumbent paper-based trade and supply chain finance systems, digital transformation pledges to alleviate the friction on ...","Maritime"
" The life history and ecology of the littoral centipede Strigamia maritima (Leach).   ","/xmlui/handle/123456789/1497","Lewis, John Gordon Elkan","(Queen Mary University of London, 1959)","  histöry  and ecology  of  the littoral  centipede  Strigarnia  maritime  (Leach).  A  thesis  submitted  in  support  of  an application  for  the  degree  of  Doctor  of  Philosophy  in  the  University  of  London  by  John  Gordon  Elkan  Lewis,  B.  Sc...  thought.  The  laut  species  Stri  gamia  (  =  Seolioplane3)  maritim.  (Leach)  is by  far  the  most  coimnon  of  the four  (Blower,  1955a),  and  was  therefore  the  obvious  choice  when  in  1956  Professor  J.  E.  Smith  suggested... ","Maritime"
" Barriers to the application of the United Nations convention on contracts for the International sale ogf goods (1980) in the Peoples Republic of China.   ","/xmlui/handle/123456789/2483","Yang, Fan","(Queen Mary University of London, 2011)"," et al. v. Theaterlight Electronic Control & Audio Systems Ltd.). Arts. [-] [HPC/24]     - 1st instance Zhuhai Intermediate People's Court 2003 [affirmed]   Guangxi   Beihai Maritime Court 5 March 2002 (Sino-Add (Singapore) PTE Ltd. v. Karawasha...]     - 1st instance Zhengzhou Intermediate People's Court [reversed in part]   Hubei   Wuhan Maritime Court 10 September 2002 (Nanjing Resources Group v. Tian An Insurance Co.  Ltd.) Arts. 30, 34, 67, [HPC/09]     Hubei High People's Court 19 March 2003 (TV... ","Maritime"
" Company culture: information, scholarship, and the East India Company settlements 1660-1720s   ","/xmlui/handle/123456789/376","Winterbottom, Anna E.","(Queen Mary University of London, 2010)","......................................................................................337 APPENDIX 6: Introduction to the Seventeenth Century Records in the St Helena Archives.........352 LIST OF ILLUSTRATIONS AND TABLES John Ogilby,  A New Map of Asia (1673), National Maritime Museum, London.............................29 Detail from draft... probably produced in the region sometime in the late  seventeenth century showing Jambi in Sumatra, Maritime Museum, Rotterdam..............................61 Baron, Description, Plate 8: 'The Boua or King of Tonqueen when He Gives Audience': left, original... ","Maritime"
" Countdown to Annihilation: Genocide in Myanmar   ","/xmlui/handle/123456789/25375","MACMANUS, T; Green, P; de la Cour Venning, A","(International State Crime Initiative, 2015-10-29)"," estimates, between January 2012 and June 2015, some 150,000 people fled from the Myanmar/BanglaA desh border area. See: UNHCR, South-East Asia Irregular Maritime Movements, January - November 2015; UNHCR, South-East Asia Mixed Maritime Movements, April... Irregular Maritime Movements, January – November 2014, indicates that between January 2012 and November 2014 over 120,000 had fled, URL no longer available, accessed March 2015; UNHCR, South East Asia Irregular Maritime Movements, April - June 2015, http... ","Maritime"
" Soft law and sovereign debt   ","/xmlui/handle/123456789/55729","BODELLINI, M","(UNCTAD, 2018-11)",", the maritime and commercial practice at the time, whilst others think that they stem from ‘the early 20th century theories of social law and legal pluralism’.6 Soft law should be regarded as law and, in the area of international financial law, it has become... mercatoria, when talking about the origins of soft law. Many of the uncodified usages of trade, the maritime and commercial practice eventually became formal law. The primary sources of international law are conventional law  Rosa M. Lastra, supra, 513... ","Maritime"
" Open System Categorical Quantum Semantics in Natural Language Processing   ","/xmlui/handle/123456789/11946","Piedeleu, R; Kartsaklis, D; Coecke, B; Sadrzadeh, M","","Originally inspired by categorical quantum mechanics (Abramsky and Coecke, LiCS'04), the categorical compositional distributional model of natural language meaning of Coecke, Sadrzadeh and Clark provides a conceptually ...","Maritime"
" Why is finance critical? A dialogue with a women's community in Sri Lanka   ","/xmlui/handle/123456789/714","Chandrasekara, I","(School of Business & Management, Queen Mary, 2009-11)","   It was the Portuguese (1505-1656) who first captured the maritime province of Sri  Lanka, followed in succession by the Dutch and the English (De Silva, 1953;  Jayawardena, 2000). The Portuguese penetration of Ceylon was limited territorially to  the coastal provinces... impact upon native modes of production other than exposing  the indigenous producers to foreign trade.   Subsequently, the Dutch East India Company (1656-1796) succeeded the Portuguese in  the maritime provinces of Ceylon both politically and economically... ","Maritime"
" Class dynamics of development: a methodological note   ","/xmlui/handle/123456789/15703","Campling, L; Miyamura, S; Pattenden, J; Selwyn, B","(2016)","","Maritime"
" Early Pleistocene conifer macrofossils from Happisburgh, Norfolk, UK, and their environmental implications for early hominin occupation   ","/xmlui/handle/123456789/63639","Farjon, A; Horne, DJ; Parfitt, SA; Buckland, PI; Lewis, MD","(Elsevier BV, 2020-03)"," character than the present oceanic or maritime climate, with substantially greater seasonal variation; summers were similar to those of today (or no more than one degree cooler) but winters were significantly colder (by at least 5 oC). A European modern.... The oceanic or maritime climate of NW Europe today is relatively mild and humid in comparison with the colder and drier continental interior, but this is more a consequence of the Atlantic Meridional Overturning Circulation (AMOC; involving heat exchange... ","Maritime"
" Providing psychological support to people in intensive care: development and feasibility study of a nurse-led intervention to prevent acute stress and long-term morbidity   ","/xmlui/handle/123456789/64120","Wade, D; Als, N; Bell, V; Brewin, C; D'Antoni, D; Harrison, DA; Harvey, M; Harvey, S; Howell, D; Mouncey, PR;...","(2018-09)"," in two English adult general critical care units (UCLH and Watford General Hospital), and a different trial procedures feasibility study was held in two other hospitals (Bristol Royal Infirmary and Medway Maritime Hospital). 5  �Open access� Intervention.... Medway Maritime Hospital: Catherine Plowright, Claire Pegg, James Cullinane. Bristol Royal Infirmary: Katie Sweet, Sanjoy Shah and Lisa Grimmer. Contributors  Early conceptual and development work for the POPPI intervention was carried out by DW, JWei, DH... ","Maritime"
" Digital audiences of union organising: A social media analysis   ","/xmlui/handle/123456789/71527","Panagiotopoulos, P","",",941  N/A  ProspectUnion  118,620  4,365  3,887  77,549  3,016  15,071  23,210  9,397  4,435  9,246  1,444  4,176  TheCSP  Prospect Union National Union of Rail, Maritime and Transport Workers Society of Radiographers The Society of Chiropodists...  NAPO_news  NAPO, blog, probation, members, Ian Lawrence, news, conference, justice , TUC  NASUWT  NASUWT, teachers, education, schools, members, teacher, pay, conference, supply, support  NautilusInt  Nautilus, new, maritime, members, jobs, union... ","Maritime"
" A Costly Affirmation: Exploring Malaysia's One-Sided Domestic Security Dilemma   ","/xmlui/handle/123456789/68862","Magcamit, M","(2015-01-02)"," by the Malaysian government to control its ethnically-diverse population.31 On the other, external security focuses on wide-ranging transnational threats being engendered by regional and global events including terrorism, maritime piracy, drug cartels, illegal... States’ approval is crucial for Malaysia as it enables the government to pursue other vectors of efforts including political and diplomatic coordination on maritime issues; expanding counterterrorism cooperation; and strengthening of security relations... ","Maritime"
" Can European consensus encourage acceptance of the European Convention on Human Rights in the United Kingdom?   ","/xmlui/handle/123456789/42248","AMOS, ME","(2017-01-01)","/06, 14 January 2014; National Union of Rail, Maritime and  Transport Workers v UK, Application no. 31045/10, 8 April 2014; Hassan v UK, Application no. 29750/09, 16 September 2014; Gough v UK, Application no. 49327/11, 28 October 2014. 9  Application no... ","Maritime"
" Genome Insights into Autopolyploid Evolution: A Case Study in Senecio doronicum (Asteraceae) from the Southern Alps   ","/xmlui/handle/123456789/79607","Fernandez, P; Hidalgo, O; Juan, A; Leitch, IJ; Leitch, AR; Palazzesi, L; Pegoraro, L; Viruel, J; Pellicer, J","(2022-05)"," fell from the Alpes Maritimes. individuals wereinclustered insupporting a separate within S. doronicum (Figure 5Octoploid A,B), but were embedded different together subclades, subclade with accessions of Jacobaea kirghisica (DC.) andmost S. doronicum...  Maritimes. Octoploid individuals were clustered together in a sepawere found. The plastid sequences of individuals outside Tête Grosse [FR626 and FR627 rate subclade with accessions of Jacobaea kirghisica (DC.) E.Wiebe and S. doronicum (4x), FR475 (8x)] were... ","Maritime"
